address,city,soldDate,soldPrice,sqft,zipCode
11 Sylvan Ter,New York,9-Jul-18,"$1,625,000 ","1,500 sqft",10032
,,,,,
157 E 74th St #3B,New York,9-Jul-18,Contact For Estimate,851 sqft,10021
,,,,,
112 E 101st St,New York,9-Jul-18,Contact For Estimate,"1,600 sqft",10029
,,,,,
340 E 23rd St #3F,New York,9-Jul-18,"$949,000 ",638 sqft,10010
,,,,,
201 E 17th St #19B,New York,9-Jul-18,"$1,300,000 ","250,220 sqft",10003
,,,,,
205 W 138th St,New York,9-Jul-18,"$2,375,000 ","3,468 sqft",10030
,,,,,
768 5th Ave #2002,New York,9-Jul-18,Contact For Estimate,"1,582 sqft",10019
,,,,,
90 William St #14C,New York,9-Jul-18,"$1,265,000 ","1,072 sqft",10038
,,,,,
350 W 50th St #24H,New York,9-Jul-18,"$854,000 ",585 sqft,10019
,,,,,
207 E 74th St #1D,New York,9-Jul-18,"$679,000 ","147,000 sqft",10021
,,,,,
79 Laight St #6D,New York,9-Jul-18,"$5,700,000 ","3,959 sqft",10013
,,,,,
28 E 10th St #4B,New York,9-Jul-18,Contact For Estimate,"1,375 sqft",10003
,,,,,
247 W 115th St #1A,New York,9-Jul-18,"$1,838,838 ","1,753 sqft",10026
,,,,,
200 E 94th St #519,New York,9-Jul-18,"$1,040,000 ",729 sqft,10128
,,,,,
215 W 88th St #9F,New York,9-Jul-18,"$3,975,000 ","2,132 sqft",10024
,,,,,
25 Columbus Cir #ST65B,New York,9-Jul-18,Contact For Estimate,"1,830 sqft",10019
,,,,,
425 Central Park W #2J,New York,11-Jul-18,"$760,000 ",880 sqft,10025
,,,,,
200 E 79th St #7A,New York,11-Jul-18,"$4,900,000 ","1,920 sqft",10075
,,,,,
166 E 35th St #16H,New York,11-Jul-18,"$485,000 ","74,798 sqft",10016
,,,,,
30 W 63rd St #29STU,New York,11-Jul-18,"$5,350,000 ","2,006 sqft",10023
,,,,,
269 W 72nd St #2D,New York,11-Jul-18,"$470,000 ","49,327 sqft",10023
,,,,,
300 E 33rd St #17G,New York,11-Jul-18,"$605,000 ",485 sqft,10016
,,,,,
245 W 99th St #25A,New York,11-Jul-18,"$4,650,000 ","2,209 sqft",10025
,,,,,
28 W 119th St,New York,11-Jul-18,"$2,225,000 ","2,760 sqft",10026
,,,,,
210 E 47th St #6J,New York,11-Jul-18,"$500,000 ",622 sqft,10017
,,,,,
402 E 90th St #7G,New York,10-Jul-18,"$1,295,000 ","1,283 sqft",10128
,,,,,
112 W 75th St,New York,10-Jul-18,Contact For Estimate,"6,939 sqft",10023
,,,,,
461 W 150th St #B,New York,10-Jul-18,"$723,000 ",793 sqft,10031
,,,,,
200 Rector Pl #34J,New York,10-Jul-18,"$843,620 ",597 sqft,10280
,,,,,
60 Riverside Blvd #2401,New York,10-Jul-18,"$3,580,000 ","1,618 sqft",10069
,,,,,
44 E 12th St #2B,New York,10-Jul-18,"$1,250,000 ",631 sqft,10003
,,,,,
113 W 75th St,New York,10-Jul-18,Contact For Estimate,"6,335 sqft",10023
,,,,,
380 Malcolm X Blvd #7J,New York,10-Jul-18,"$1,382,500 ","1,453 sqft",10027
,,,,,
340 E 64th St #9D,New York,10-Jul-18,Contact For Estimate,"1,473 sqft",10065
,,,,,
9 N Moore St #2,New York,10-Jul-18,"$2,240,000 ","1,270 sqft",10013
,,,,,
55 Wall St #633,New York,10-Jul-18,Contact For Estimate,536 sqft,10005
,,,,,
182 Mulberry St #3,New York,10-Jul-18,"$2,195,000 ","1,505 sqft",10012
,,,,,
640 Riverside Dr,New York,10-Jul-18,Contact For Estimate,"156,118 sqft",10031
,,,,,
347 W 57th St #38E,New York,10-Jul-18,Contact For Estimate,"1,265 sqft",10019
,,,,,
106 Central Park S #3G,New York,10-Jul-18,Contact For Estimate,553 sqft,10019
,,,,,
200 E 66th St #B0104,New York,10-Jul-18,Contact For Estimate,"1,090 sqft",10065
,,,,,
3 Bedford St #B,New York,10-Jul-18,Contact For Estimate,"1,476 sqft",10014
,,,,,
150 Nassau St #14D,New York,10-Jul-18,"$1,670,000 ","1,305 sqft",10038
,,,,,
1965 Broadway #19E,New York,10-Jul-18,"$2,850,000 ","1,437 sqft",10023
,,,,,
250 E 53rd St #904,New York,10-Jul-18,"$3,175,000 ","1,937 sqft",10022
,,,,,
425 Central Park W #3F,New York,10-Jul-18,"$2,100,000 ","1,415 sqft",10025
,,,,,
40 E 94th St #11D,New York,12-Jul-18,"$2,325,000 ",870 sqft,10128
,,,,,
545 W 110th St #4G,New York,12-Jul-18,"$3,000,000 ","1,856 sqft",10025
,,,,,
120 E 90th St #10B,New York,12-Jul-18,"$720,000 ",550 sqft,10128
,,,,,
99 John St #512,New York,12-Jul-18,"$710,500 ",663 sqft,10038
,,,,,
1441 3rd Ave #15C,New York,12-Jul-18,"$2,085,000 ","1,230 sqft",10028
,,,,,
420 E 58th St #3C,New York,16-Jul-18,"$640,000 ",548 sqft,10022
,,,,,
146 W 127th St,New York,16-Jul-18,Contact For Estimate,"2,442 sqft",10027
,,,,,
84 Charles St #14,New York,16-Jul-18,"$999,888 ","9,700 sqft",10014
,,,,,
333 W 56th St #2H,New York,16-Jul-18,"$680,000 ",549 sqft,10019
,,,,,
235 W 75th St #825,New York,16-Jul-18,Contact For Estimate,772 sqft,10023
,,,,,
117 E 102nd St #3A,New York,16-Jul-18,"$605,000 ",612 sqft,10029
,,,,,
350 W 42nd St #4J,New York,16-Jul-18,"$1,350,000 ",957 sqft,10036
,,,,,
37 W 10th St,New York,16-Jul-18,Contact For Estimate,"6,253 sqft",10011
,,,,,
155 W 70th St #6D,New York,16-Jul-18,"$2,300,000 ","1,306 sqft",10023
,,,,,
382 Central Park W #16G,New York,16-Jul-18,"$765,000 ",545 sqft,10025
,,,,,
68 Bradhurst Ave #1U,New York,16-Jul-18,"$880,000 ","1,053 sqft",10039
,,,,,
200 E 62nd St #7C,New York,16-Jul-18,"$1,805,000 ","1,156 sqft",10065
,,,,,
155 E 34th St #17T,New York,17-Jul-18,"$550,000 ",524 sqft,10016
,,,,,
1 Irving Pl #V26A,New York,17-Jul-18,"$1,400,000 ",714 sqft,10003
,,,,,
296 W 137th St #296D,New York,17-Jul-18,"$900,000 ","1,295 sqft",10030
,,,,,
668 Riverside Dr #2H,New York,17-Jul-18,"$300,000 ",315 sqft,10031
,,,,,
518 W 150th St,New York,17-Jul-18,"$2,807,000 ","2,282 sqft",10031
,,,,,
524 E 89th St,New York,17-Jul-18,Contact For Estimate,"3,240 sqft",10128
,,,,,
200 E 62nd St #26A,New York,17-Jul-18,"$3,391,791 ","1,689 sqft",10065
,,,,,
131 Charles St,New York,17-Jul-18,Contact For Estimate,"2,362 sqft",10014
,,,,,
459 Washington St #6N,New York,17-Jul-18,"$3,700,000 ","1,945 sqft",10013
,,,,,
243 W 98th St #4C,New York,17-Jul-18,"$2,280,000 ","1,542 sqft",10025
,,,,,
310 E 53rd St #6C,New York,17-Jul-18,"$5,855,000 ","2,643 sqft",10022
,,,,,
456 W 167th St #7A,New York,17-Jul-18,"$825,000 ",959 sqft,10032
,,,,,
630 1st Ave #27S,New York,17-Jul-18,"$850,000 ",658 sqft,10016
,,,,,
214-216 E 9th St #4C,New York,17-Jul-18,"$2,550,000 ","1,000 sqft",10003
,,,,,
15 W 53rd St #32C,New York,17-Jul-18,"$1,600,000 ",973 sqft,10019
,,,,,
300 E 23rd St #14A,New York,17-Jul-18,"$2,000,000 ","1,111 sqft",10010
,,,,,
516 W 47th St #S7M,New York,17-Jul-18,"$837,500 ",606 sqft,10036
,,,,,
415 Washington St #5A,New York,17-Jul-18,"$8,914,188 ","2,034 sqft",10013
,,,,,
345 E 92nd St,New York,16-Jul-18,Contact For Estimate,"8,540 sqft",10128
,,,,,
65 W 95th St #9BC,New York,16-Jul-18,"$2,450,000 ","75,686 sqft",10025
,,,,,
303 Greenwich St #8D,New York,16-Jul-18,"$2,095,000 ","1,301 sqft",10013
,,,,,
240 E 47th St #22A,New York,16-Jul-18,"$999,000 ",759 sqft,10017
,,,,,
115 4th Ave #6B,New York,16-Jul-18,"$1,620,000 ",929 sqft,10003
,,,,,
350 E 62nd St #1M,New York,16-Jul-18,"$480,000 ",472 sqft,10065
,,,,,
514 W 110th St #3C,New York,16-Jul-18,"$1,450,000 ","1,203 sqft",10025
,,,,,
415 Washington St #5B,New York,16-Jul-18,Contact For Estimate,"1,350 sqft",10013
,,,,,
350 W 42nd St #27C,New York,16-Jul-18,"$1,067,500 ",663 sqft,10036
,,,,,
280 Park Ave S #22A,New York,16-Jul-18,Contact For Estimate,"1,266 sqft",10010
,,,,,
215 E 81st St #3C,New York,16-Jul-18,"$695,000 ",581 sqft,10028
,,,,,
350 W 42nd St #16E,New York,16-Jul-18,"$995,000 ",667 sqft,10036
,,,,,
350 W 42nd St #16M,New York,19-Jul-18,"$945,000 ",615 sqft,10036
,,,,,
150 Reade St,New York,19-Jul-18,"$10,500,000 ","6,250 sqft",10013
,,,,,
403 E 62nd St #14A,New York,19-Jul-18,"$1,200,000 ",987 sqft,10065
,,,,,
135 W 52nd St #39A,New York,19-Jul-18,Contact For Estimate,"3,726 sqft",10019
,,,,,
111 E 30th St #3C,New York,19-Jul-18,"$1,400,000 ",918 sqft,10016
,,,,,
1 Morton Sq #11A,New York,19-Jul-18,"$3,300,000 ","1,693 sqft",10014
,,,,,
35-41 E 38th St #8B,New York,19-Jul-18,"$705,000 ",522 sqft,10016
,,,,,
42 West St,New York,19-Jul-18,"$2,157,142 ","62,360 sqft",10006
,,,,,
12 Beekman Pl #3A,New York,19-Jul-18,"$1,432,000 ","92,689 sqft",10022
,,,,,
233 E 86th St #15A,New York,19-Jul-18,"$438,000 ","57,745 sqft",10028
,,,,,
20 W 53rd St #44A,New York,18-Jul-18,Contact For Estimate,"4,545 sqft",10019
,,,,,
250 E 40th St #8D,New York,18-Jul-18,"$648,000 ",507 sqft,10016
,,,,,
301 W 110th St #2J,New York,18-Jul-18,"$865,000 ",744 sqft,10026
,,,,,
132 E 35th St #5K,New York,18-Jul-18,"$655,000 ","205,000 sqft",10016
,,,,,
15 Jones St #1H,New York,23-Jul-18,"$810,000 ","36,760 sqft",10014
,,,,,
167 E 82nd St #5C,New York,24-Jul-18,"$1,400,000 ",878 sqft,10028
,,,,,
104 Charlton St #6E,New York,25-Jul-18,"$2,195,000 ","2,432 sqft",10014
,,,,,
1626 York Ave,New York,25-Jul-18,Contact For Estimate,"6,800 sqft",10028
,,,,,
200 W End Ave #17C,New York,25-Jul-18,"$2,500,000 ","1,431 sqft",10023
,,,,,
330 E 75th St #36A,New York,25-Jul-18,"$2,500,001 ","1,588 sqft",10021
,,,,,
706 Riverside Dr #1B,New York,25-Jul-18,"$765,000 ",860 sqft,10031
,,,,,
421 Hudson St #801,New York,25-Jul-18,"$1,660,000 ","1,037 sqft",10014
,,,,,
123 3rd Ave #6A,New York,25-Jul-18,"$2,000,000 ","1,166 sqft",10003
,,,,,
146 W 57th St #63E,New York,25-Jul-18,"$1,099,625 ",782 sqft,10019
,,,,,
2109 Broadway #4102,New York,25-Jul-18,"$850,000 ",602 sqft,10023
,,,,,
200 Riverside Blvd #37B,New York,25-Jul-18,"$1,700,000 ","1,120 sqft",10069
,,,,,
117 W 123rd St #3C,New York,25-Jul-18,"$1,390,000 ","1,311 sqft",10027
,,,,,
402 E 90th St #11B,New York,25-Jul-18,"$3,270,000 ","1,304 sqft",10128
,,,,,
146 W 57th St #63-T,New York,25-Jul-18,"$4,687,875 ","2,584 sqft",10019
,,,,,
1630 York Ave,New York,25-Jul-18,Contact For Estimate,"3,060 sqft",10028
,,,,,
108 Duane St #4RW,New York,25-Jul-18,"$2,350,000 ","1,265 sqft",10007
,,,,,
2109 Broadway #7102,New York,25-Jul-18,"$785,000 ",588 sqft,10023
,,,,,
330 E 49th St #4D,New York,25-Jul-18,"$769,000 ",615 sqft,10017
,,,,,
27 Commerce St #272B,New York,25-Jul-18,"$1,049,000 ",334 sqft,10014
,,,,,
45 W 10th St #3J,New York,25-Jul-18,"$595,000 ","77,829 sqft",10011
,,,,,
345 E 80th St #32F,New York,25-Jul-18,"$1,188,000 ",929 sqft,10075
,,,,,
330 E 38th St #10N,New York,25-Jul-18,"$2,280,000 ","1,699 sqft",10016
,,,,,
432 Park Ave #65B,New York,25-Jul-18,Contact For Estimate,"4,019 sqft",10022
,,,,,
300 W 135th St #5E,New York,27-Jul-18,"$940,000 ",993 sqft,10030
,,,,,
35 E 30th St #2C,New York,27-Jul-18,"$492,500 ","41,670 sqft",10016
,,,,,
2082 Frederick Douglass Blvd #5B,New York,27-Jul-18,"$481,000 ",423 sqft,10026
,,,,,
459 Washington St #2S,New York,26-Jul-18,"$3,625,000 ","2,097 sqft",10013
,,,,,
230 Riverside Dr #15L,New York,26-Jul-18,Contact For Estimate,445 sqft,10025
,,,,,
300 E 33rd St #1J,New York,26-Jul-18,"$1,450,000 ","1,130 sqft",10016
,,,,,
72 Bedford St #74,New York,26-Jul-18,Contact For Estimate,"12,349 sqft",10014
,,,,,
400 E 54th St #21G,New York,26-Jul-18,"$977,520 ",555 sqft,10022
,,,,,
630 1st Ave #25R,New York,26-Jul-18,"$895,000 ",716 sqft,10016
,,,,,
141 E 55th St #7F,New York,26-Jul-18,"$900,000 ",712 sqft,10022
,,,,,
205 W 76th St #4G,New York,26-Jul-18,"$2,300,000 ","1,324 sqft",10023
,,,,,
55 E 93rd St #1D,New York,26-Jul-18,"$750,000 ",485 sqft,10128
,,,,,
265 W 139th St,New York,26-Jul-18,"$3,170,000 ","2,964 sqft",10030
,,,,,
109 E 100th St #4A,New York,31-Jul-18,"$730,000 ",979 sqft,10029
,,,,,
234 W 148th St #2E,New York,31-Jul-18,"$613,000 ",750 sqft,10039
,,,,,
166 Duane St,New York,31-Jul-18,"$3,950,000 ","1,888 sqft",10013
,,,,,
31-33 E 28th St #8E,New York,31-Jul-18,"$2,825,000 ","1,998 sqft",10016
,,,,,
99 John St #2008,New York,31-Jul-18,"$938,000 ",738 sqft,10038
,,,,,
42 White St #2,New York,31-Jul-18,"$3,000,000 ","1,834 sqft",10013
,,,,,
650 Avenue Of The Americas #6L,New York,31-Jul-18,"$1,795,000 ","1,090 sqft",10011
,,,,,
333 E 34th St #8A,New York,31-Jul-18,"$808,500 ",620 sqft,10016
,,,,,
157 W 57th St #40F,New York,31-Jul-18,Contact For Estimate,"2,289 sqft",10019
,,,,,
305 2nd Ave #721,New York,31-Jul-18,"$1,830,000 ",873 sqft,10003
,,,,,
340 E 64th St #30B,New York,31-Jul-18,"$1,735,000 ","1,330 sqft",10065
,,,,,
20 Pine St #2105,New York,2-Aug-18,"$780,000 ",644 sqft,10005
,,,,,
126-130 W 22nd St #6N,New York,2-Aug-18,"$3,000,000 ","2,200 sqft",10011
,,,,,
952 Columbus Ave #954,New York,2-Aug-18,"$1,175,000 ","20,168 sqft",10025
,,,,,
2280 Frederick Douglass Blvd #9F,New York,2-Aug-18,"$1,340,000 ","1,225 sqft",10027
,,,,,
15 William St #38D,New York,2-Aug-18,"$950,000 ",698 sqft,10005
,,,,,
59 W 12th St #6B,New York,2-Aug-18,"$940,000 ",565 sqft,10011
,,,,,
333 E 45th St #21B,New York,2-Aug-18,"$768,000 ",566 sqft,10017
,,,,,
150 E 86th St #12A,New York,1-Aug-18,"$7,870,000 ","3,478 sqft",10028
,,,,,
166 E 63rd St #7E,New York,1-Aug-18,"$1,100,000 ",805 sqft,10065
,,,,,
400 5th Ave #45F,New York,1-Aug-18,"$2,050,000 ",982 sqft,10018
,,,,,
1641 3rd Ave #15C,New York,1-Aug-18,"$865,000 ",789 sqft,10128
,,,,,
163 Saint Nicholas Ave #4I,New York,1-Aug-18,"$696,000 ",670 sqft,10026
,,,,,
30 Little St W #10A,New York,1-Aug-18,"$2,000,000 ","1,698 sqft",10280
,,,,,
100 Reade St #4A,New York,1-Aug-18,"$2,695,000 ","1,550 sqft",10013
,,,,,
333 E 34th St #10H,New York,1-Aug-18,Contact For Estimate,715 sqft,10016
,,,,,
188 E 70th St #11D,New York,1-Aug-18,"$1,715,000 ","1,005 sqft",10021
,,,,,
432 Park Ave #93,New York,1-Aug-18,Contact For Estimate,"3,952 sqft",10022
,,,,,
392 Central Park W #1V,New York,1-Aug-18,"$999,999 ",846 sqft,10025
,,,,,
507 W 181st St,New York,1-Aug-18,Contact For Estimate,"28,850 sqft",10033
,,,,,
706 Riverside Dr #5C,New York,1-Aug-18,"$995,000 ","1,623 sqft",10031
,,,,,
160 E 91st St #7K,New York,1-Aug-18,"$538,000 ","62,272 sqft",10128
,,,,,
300 E 64th St #7D,New York,1-Aug-18,"$1,165,000 ",725 sqft,10065
,,,,,
251 W 89th St #3EE,New York,3-Aug-18,"$1,600,000 ","1,211 sqft",10024
,,,,,
66 Leonard St #4E,New York,3-Aug-18,"$3,800,000 ","2,388 sqft",10013
,,,,,
530 Park Ave #4C,New York,3-Aug-18,"$1,339,091 ",693 sqft,10065
,,,,,
105-113 Wooster St #4B,New York,3-Aug-18,"$2,450,000 ","1,253 sqft",10012
,,,,,
161 W 61st St #26H,New York,3-Aug-18,"$963,700 ",633 sqft,10023
,,,,,
235 E 40th St #3F,New York,3-Aug-18,Contact For Estimate,618 sqft,10016
,,,,,
1 Central Park W #1704,New York,3-Aug-18,"$1,575,000 ",460 sqft,10023
,,,,,
398 Park Ave S #25C,New York,3-Aug-18,"$4,984,990 ","2,665 sqft",10016
,,,,,
140 7th Ave #7L,New York,3-Aug-18,Contact For Estimate,"1,114 sqft",10011
,,,,,
12 River Ter #23C,New York,3-Aug-18,"$3,448,000 ","1,930 sqft",10282
,,,,,
233 E 17th St #2,New York,3-Aug-18,"$3,000,000 ","1,140 sqft",10003
,,,,,
211 E 46th St #10F,New York,3-Aug-18,"$1,460,000 ","1,006 sqft",10017
,,,,,
233 W 99th St #1A,New York,3-Aug-18,"$735,000 ","94,674 sqft",10025
,,,,,
20 Leroy St,New York,3-Aug-18,Contact For Estimate,"2,340 sqft",10014
,,,,,
692-694 Broadway #823,New York,3-Aug-18,"$1,975,000 ","1,092 sqft",10012
,,,,,
130-148 Suffolk St #134-D,New York,3-Aug-18,"$1,195,000 ",853 sqft,10002
,,,,,
88 Greenwich St #908,New York,3-Aug-18,"$950,000 ",778 sqft,10006
,,,,,
330 Spring St #6C,New York,3-Aug-18,"$2,000,000 ","1,410 sqft",10013
,,,,,
327 Central Park W #9B,New York,2-Aug-18,"$3,125,000 ","1,645 sqft",10025
,,,,,
252 W 74th St #6A,New York,2-Aug-18,"$815,000 ",601 sqft,10023
,,,,,
29 W 74th St #2C,New York,2-Aug-18,"$795,000 ","9,160 sqft",10023
,,,,,
200 Riverside Blvd #4B,New York,2-Aug-18,"$1,225,000 ","1,105 sqft",10069
,,,,,
2109 Broadway #841,New York,2-Aug-18,Contact For Estimate,"2,593 sqft",10023
,,,,,
401 E 89th St #15E,New York,2-Aug-18,"$800,000 ",844 sqft,10128
,,,,,
159 W 118th St #2C,New York,2-Aug-18,"$700,000 ",716 sqft,10026
,,,,,
225 E 34th St #11J,New York,2-Aug-18,"$1,255,000 ",845 sqft,10016
,,,,,
254 E 33rd St,New York,2-Aug-18,Contact For Estimate,"3,689 sqft",10016
,,,,,
121 W 19th St #2E,New York,2-Aug-18,"$1,650,000 ","1,125 sqft",10011
,,,,,
345 W 21st St #1D,New York,2-Aug-18,"$555,000 ","9,735 sqft",10011
,,,,,
140 E 63rd St #19PH3,New York,2-Aug-18,Contact For Estimate,"2,817 sqft",10065
,,,,,
450 W 17th St #2305,New York,7-Aug-18,"$1,900,000 ",828 sqft,10011
,,,,,
832 W End Ave #838,New York,7-Aug-18,Contact For Estimate,"108,377 sqft",10025
,,,,,
59 John St #8B,New York,7-Aug-18,"$1,055,000 ",964 sqft,10038
,,,,,
66 Morton St,New York,7-Aug-18,Contact For Estimate,"5,328 sqft",10014
,,,,,
21-23 S William St #6-A,New York,7-Aug-18,"$585,000 ",506 sqft,10004
,,,,,
438-448 W 37th St #12C,New York,7-Aug-18,"$1,995,000 ","1,897 sqft",10018
,,,,,
212 Warren St #4L,New York,7-Aug-18,"$3,820,000 ","2,277 sqft",10282
,,,,,
352 W 110th St,New York,6-Aug-18,"$1,450,000 ","1,315 sqft",10025
,,,,,
340 E 23rd St #8A,New York,6-Aug-18,"$995,000 ",647 sqft,10010
,,,,,
145 E 48th St #5E,New York,10-Aug-18,"$850,000 ",677 sqft,10017
,,,,,
19 Beach St #6,New York,10-Aug-18,"$5,500,000 ","2,980 sqft",10013
,,,,,
768 5th Ave #601,New York,10-Aug-18,"$10,000,000 ","2,656 sqft",10019
,,,,,
40 Broad St #4B,New York,10-Aug-18,"$1,100,000 ","1,048 sqft",10004
,,,,,
330 E 38th St #8P,New York,14-Aug-18,"$1,145,000 ",884 sqft,10016
,,,,,
871 8th Ave #3D,New York,14-Aug-18,"$875,000 ",741 sqft,10019
,,,,,
153 Bowery #3,New York,14-Aug-18,"$2,525,000 ","1,355 sqft",10002
,,,,,
240 Riverside Blvd #3,New York,14-Aug-18,"$2,225,000 ","1,845 sqft",10069
,,,,,
345 W 14th St #2E,New York,14-Aug-18,Contact For Estimate,"1,117 sqft",10014
,,,,,
250 S End Ave #16A,New York,14-Aug-18,"$640,000 ",620 sqft,10280
,,,,,
425 W 53rd St #504,New York,14-Aug-18,"$2,065,000 ","1,460 sqft",10019
,,,,,
360 E 88th St #22C,New York,14-Aug-18,"$2,055,000 ","1,481 sqft",10128
,,,,,
426 W 58th St #2A,New York,14-Aug-18,"$1,890,000 ","1,796 sqft",10019
,,,,,
175 E 94th St #1,New York,14-Aug-18,Contact For Estimate,"2,351 sqft",10128
,,,,,
40 Bond St #5A,New York,14-Aug-18,Contact For Estimate,"2,617 sqft",10012
,,,,,
220 Riverside Blvd #6J,New York,14-Aug-18,"$3,050,000 ","2,127 sqft",10069
,,,,,
40 Sutton Pl #2G,New York,16-Aug-18,"$470,000 ",508 sqft,10022
,,,,,
350 E 62nd St #1F,New York,16-Aug-18,"$722,958 ",728 sqft,10065
,,,,,
250 E 40th St #36B,New York,16-Aug-18,"$1,175,000 ",954 sqft,10016
,,,,,
182 E 2nd St #3C,New York,16-Aug-18,"$900,000 ",579 sqft,10009
,,,,,
301 W 57th St #24C,New York,21-Aug-18,Contact For Estimate,"1,236 sqft",10019
,,,,,
165 W 66th St #9B,New York,21-Aug-18,"$752,500 ","386,850 sqft",10023
,,,,,
184 Thompson St #LB,New York,21-Aug-18,"$1,226,000 ",791 sqft,10012
,,,,,
2082 Frederick Douglass Blvd #1A,New York,21-Aug-18,"$415,000 ",430 sqft,10026
,,,,,
171 E 84th St #12H,New York,20-Aug-18,"$961,000 ",693 sqft,10028
,,,,,
160 W 130th St,New York,20-Aug-18,Contact For Estimate,"2,700 sqft",10027
,,,,,
2211 Broadway #8G,New York,20-Aug-18,"$4,359,600 ","2,422 sqft",10024
,,,,,
275 Greenwich St #6DS,New York,20-Aug-18,Contact For Estimate,"2,342 sqft",10007
,,,,,
334 W 89th St #BF,New York,20-Aug-18,"$640,000 ",769 sqft,10024
,,,,,
45 E 30th St #6B,New York,20-Aug-18,"$985,000 ",840 sqft,10016
,,,,,
23 W 116th St #3C,New York,20-Aug-18,Contact For Estimate,"1,022 sqft",10026
,,,,,
320 E 120th St,New York,20-Aug-18,Contact For Estimate,"2,576 sqft",10035
,,,,,
507 E 12th St #2B,New York,22-Aug-18,"$750,000 ","8,750 sqft",10009
,,,,,
555 W 23rd St #N6E,New York,22-Aug-18,"$1,090,000 ",704 sqft,10011
,,,,,
462 Greenwich St #2,New York,22-Aug-18,"$2,950,000 ","1,607 sqft",10013
,,,,,
80 Park Ave #6B,New York,22-Aug-18,"$685,000 ",518 sqft,10016
,,,,,
318 W 108th St #1,New York,22-Aug-18,"$3,200,000 ","2,755 sqft",10025
,,,,,
166 E 63rd St #20C,New York,22-Aug-18,"$1,325,000 ","1,050 sqft",10065
,,,,,
235 E 40th St #41H,New York,22-Aug-18,"$985,000 ",864 sqft,10016
,,,,,
305 W 150th St #302,New York,22-Aug-18,"$499,000 ",587 sqft,10039
,,,,,
130 Barrow St #20,New York,24-Aug-18,"$2,500,000 ","1,406 sqft",10014
,,,,,
245 7th Ave #6C,New York,24-Aug-18,"$1,270,000 ",981 sqft,10001
,,,,,
350 W 42nd St #21D,New York,24-Aug-18,"$1,100,000 ",729 sqft,10036
,,,,,
418 Central Park W #30,New York,24-Aug-18,"$740,000 ",464 sqft,10025
,,,,,
28 E 10th St #4H,New York,24-Aug-18,"$3,300,000 ","1,534 sqft",10003
,,,,,
413 E 50th St,New York,24-Aug-18,Contact For Estimate,"4,432 sqft",10022
,,,,,
310 E 46th St #10U,New York,24-Aug-18,"$790,000 ","387,094 sqft",10017
,,,,,
340 E 64th St #20B,New York,24-Aug-18,"$1,525,000 ","1,149 sqft",10065
,,,,,
105 E 122nd St,New York,24-Aug-18,Contact For Estimate,"10,148 sqft",10035
,,,,,
245 E 25th St #12K,New York,24-Aug-18,"$760,000 ","190,000 sqft",10010
,,,,,
317 E 18th St #1D,New York,24-Aug-18,"$349,000 ","14,292 sqft",10003
,,,,,
47 W 131st St #H-2,New York,23-Aug-18,"$980,000 ","1,327 sqft",10037
,,,,,
100 United Nations Plz #11C,New York,23-Aug-18,Contact For Estimate,791 sqft,10017
,,,,,
110 E 76th St,New York,23-Aug-18,Contact For Estimate,"11,991 sqft",10021
,,,,,
165 Elizabeth St #3F,New York,23-Aug-18,"$588,800 ",368 sqft,10012
,,,,,
40 E 94th St #10C,New York,23-Aug-18,"$4,350,000 ","2,182 sqft",10128
,,,,,
209 E 48th St,New York,23-Aug-18,Contact For Estimate,"3,416 sqft",10017
,,,,,
155 E 38th St #8H,New York,23-Aug-18,"$605,000 ",418 sqft,10016
,,,,,
143 E 34th St #7S,New York,23-Aug-18,"$1,189,000 ",940 sqft,10016
,,,,,
77 Bleecker St #610,New York,23-Aug-18,"$635,000 ","196,920 sqft",10012
,,,,,
200 Rector Pl #5K,New York,23-Aug-18,"$1,250,000 ",976 sqft,10280
,,,,,
1619 3rd Ave #13A,New York,23-Aug-18,"$1,755,000 ","1,391 sqft",10128
,,,,,
30 Little St W #7C,New York,28-Aug-18,"$1,510,000 ","1,150 sqft",10280
,,,,,
200 W End Ave #14C,New York,28-Aug-18,"$2,575,000 ","1,431 sqft",10023
,,,,,
252 7th Ave #17F,New York,29-Aug-18,"$2,495,000 ","1,263 sqft",10001
,,,,,
310 E 53rd St #2,New York,29-Aug-18,"$2,190,000 ","1,749 sqft",10022
,,,,,
225 E 34th St #7G,New York,29-Aug-18,"$1,495,000 ",998 sqft,10016
,,,,,
1641 3rd Ave #14F,New York,29-Aug-18,"$1,320,000 ","1,157 sqft",10128
,,,,,
200 E 94th St #3009,New York,29-Aug-18,"$3,000,000 ","1,576 sqft",10128
,,,,,
345 E 80th St #14A,New York,29-Aug-18,"$725,000 ",572 sqft,10075
,,,,,
164 W 83rd St #5F,New York,29-Aug-18,"$1,225,000 ",921 sqft,10024
,,,,,
240 W 98th St #4B,New York,29-Aug-18,"$1,915,000 ","1,364 sqft",10025
,,,,,
32 E 76th St #1104,New York,29-Aug-18,"$1,250,000 ",962 sqft,10021
,,,,,
215 W 88th St #12F,New York,29-Aug-18,"$3,950,000 ","2,132 sqft",10024
,,,,,
20 West St #C,New York,29-Aug-18,"$736,000 ",447 sqft,10004
,,,,,
115 Norfolk St #503,New York,29-Aug-18,"$999,000 ",662 sqft,10002
,,,,,
303 E 33rd St #5N,New York,29-Aug-18,"$1,125,000 ",747 sqft,10016
,,,,,
555 W 59th St #23E,New York,29-Aug-18,"$1,465,000 ",800 sqft,10019
,,,,,
