address,city,soldDate,soldPrice,sqft,zipCode
,,,,,
392 Central Park W #2A,New York,17-May-18,Contact For Estimate,788 sqft,10025
,,,,,
16 E 78th St,New York,17-May-18,Contact For Estimate,"5,100 sqft",10075
,,,,,
377 Rector Pl #10L,New York,17-May-18,"$806,291 ",594 sqft,10280
,,,,,
1600 Broadway #6B,New York,17-May-18,"$1,130,000 ",889 sqft,10019
,,,,,
88 Greenwich St #2605,New York,17-May-18,"$965,000 ",681 sqft,10006
,,,,,
100 W 39th St #41B,New York,17-May-18,"$825,000 ",479 sqft,10018
,,,,,
224 W 10th St,New York,17-May-18,Contact For Estimate,"3,450 sqft",10014
,,,,,
161-169 E 110th St #2I,New York,17-May-18,Contact For Estimate,536 sqft,10029
,,,,,
100 Riverside Blvd #3H,New York,17-May-18,"$910,000 ",621 sqft,10069
,,,,,
55 E 65th St #4C,New York,17-May-18,"$575,000 ","30,800 sqft",10065
,,,,,
322 W 57th St #24S,New York,17-May-18,"$1,950,000 ","1,014 sqft",10019
,,,,,
150 Charles St #6DS,New York,17-May-18,"$6,100,000 ","1,993 sqft",10014
,,,,,
1965 Broadway #1C,New York,17-May-18,"$2,999,999 ","1,180 sqft",10023
,,,,,
135 E 39th St #3D,New York,17-May-18,"$540,000 ","26,070 sqft",10016
,,,,,
59 Bank St #1,New York,17-May-18,"$3,750,000 ","1,858 sqft",10014
,,,,,
210 E 47th St #3H,New York,17-May-18,"$700,000 ",750 sqft,10017
,,,,,
247 W 46th St #2404,New York,17-May-18,"$1,540,000 ",951 sqft,10036
,,,,,
250 W 103rd St #11A,New York,17-May-18,"$1,300,000 ","77,465 sqft",10025
,,,,,
433 E 74th St #1B,New York,16-May-18,"$3,650,000 ","3,216 sqft",10021
,,,,,
159 W 53rd St #25A,New York,16-May-18,"$725,000 ",498 sqft,10019
,,,,,
47 W 95th St,New York,16-May-18,Contact For Estimate,"4,024 sqft",10025
,,,,,
300 E 95th St #8B,New York,16-May-18,"$848,000 ",700 sqft,10128
,,,,,
555 W 23rd St #S3L,New York,16-May-18,"$1,512,500 ","1,079 sqft",10011
,,,,,
100 W 18th St #3C,New York,16-May-18,"$3,225,000 ","1,782 sqft",10011
,,,,,
100 Riverside Blvd #6F,New York,16-May-18,"$2,150,000 ","1,517 sqft",10069
,,,,,
57 Bond St #5EA,New York,16-May-18,"$4,600,000 ","1,344 sqft",10012
,,,,,
250 E 40th St #6C,New York,21-May-18,"$611,000 ",447 sqft,10016
,,,,,
222 W 14th St #3A,New York,21-May-18,"$894,000 ",625 sqft,10011
,,,,,
324 Pearl St #2A,New York,21-May-18,"$622,000 ",563 sqft,10038
,,,,,
415 Greenwich St #C,New York,21-May-18,"$9,555,000 ","3,807 sqft",10013
,,,,,
392 Central Park W #12C,New York,22-May-18,"$1,935,000 ","1,142 sqft",10025
,,,,,
100 W 89th St #2C,New York,22-May-18,"$1,415,000 ","1,190 sqft",10024
,,,,,
93 Franklin St #2A,New York,22-May-18,"$5,600,000 ","3,429 sqft",10013
,,,,,
545 W End Ave #8B,New York,22-May-18,"$2,395,000 ","141,426 sqft",10024
,,,,,
41 W 72nd St #6C,New York,22-May-18,"$1,033,524 ",638 sqft,10023
,,,,,
555 W 59th St #28C,New York,22-May-18,"$2,645,000 ","1,343 sqft",10019
,,,,,
461 W 140th St,New York,22-May-18,Contact For Estimate,"4,718 sqft",10031
,,,,,
701 Madison Ave #4C,New York,22-May-18,"$1,175,000 ",714 sqft,10065
,,,,,
90 William St #16C,New York,22-May-18,"$1,280,000 ","1,072 sqft",10038
,,,,,
225 Rector Pl #19H,New York,22-May-18,"$1,700,000 ","1,002 sqft",10280
,,,,,
18-20 Pine St #901,New York,25-May-18,"$1,100,000 ","1,005 sqft",10005
,,,,,
320 E 42nd St #2606,New York,25-May-18,"$407,000 ","261,401 sqft",10017
,,,,,
415 E 37th St #41N,New York,24-May-18,"$1,070,000 ",869 sqft,10016
,,,,,
200 Riverside Blvd #45C,New York,24-May-18,"$1,970,000 ","1,326 sqft",10069
,,,,,
25 Central Park W #3S,New York,24-May-18,"$1,400,000 ",882 sqft,10023
,,,,,
130 W 19th St #5A,New York,24-May-18,"$2,525,000 ","1,571 sqft",10011
,,,,,
106 Avenue B,New York,24-May-18,Contact For Estimate,"7,810 sqft",10009
,,,,,
174 1st Ave #176,New York,24-May-18,Contact For Estimate,"9,384 sqft",10009
,,,,,
415 E 37th St #25G,New York,24-May-18,"$1,350,000 ",927 sqft,10016
,,,,,
404 E 76th St #23A,New York,24-May-18,"$1,999,000 ","1,476 sqft",10021
,,,,,
140 E 63rd St #8G,New York,24-May-18,Contact For Estimate,429 sqft,10065
,,,,,
102 Suffolk St,New York,24-May-18,Contact For Estimate,"9,858 sqft",10002
,,,,,
225 5th Ave #3E,New York,24-May-18,"$3,975,000 ","1,650 sqft",10010
,,,,,
549 E 11th St #C2,New York,24-May-18,"$1,550,000 ",942 sqft,10009
,,,,,
51 Hamilton Pl,New York,24-May-18,Contact For Estimate,"33,880 sqft",10031
,,,,,
187 E 7th St,New York,24-May-18,Contact For Estimate,"5,220 sqft",10009
,,,,,
1760 2nd Ave #9F,New York,24-May-18,"$1,275,000 ","1,112 sqft",10128
,,,,,
200 Rector Pl #7E,New York,24-May-18,"$973,049 ",766 sqft,10280
,,,,,
201 E 21st St #12-E,New York,24-May-18,"$915,000 ","275,900 sqft",10010
,,,,,
5 E 22nd St #21G,New York,24-May-18,"$1,325,000 ",611 sqft,10010
,,,,,
342 E 110th St #3C,New York,23-May-18,"$580,000 ",677 sqft,10029
,,,,,
421 E 13th St #5A,New York,23-May-18,"$1,600,000 ","1,047 sqft",10009
,,,,,
247 W 46th St #4002,New York,23-May-18,"$2,508,000 ","1,488 sqft",10036
,,,,,
200 E 94th St #1617,New York,23-May-18,"$1,173,279 ","2,585 sqft",10128
,,,,,
2628 Broadway #26A,New York,23-May-18,"$2,595,000 ","1,403 sqft",10025
,,,,,
157 E 32nd St #14B,New York,23-May-18,"$1,320,000 ",904 sqft,10016
,,,,,
305 W 150th St #203,New York,23-May-18,"$490,000 ",594 sqft,10039
,,,,,
845 United Nations Plz #17D,New York,29-May-18,"$2,385,000 ","1,612 sqft",10017
,,,,,
20 Greene St #6B,New York,29-May-18,"$13,860,000 ","4,189 sqft",10013
,,,,,
1400 5th Ave #5L,New York,29-May-18,"$938,000 ","1,046 sqft",10026
,,,,,
145 E 48th St #26B,New York,29-May-18,"$1,100,000 ",761 sqft,10017
,,,,,
240 Park Ave S #7D,New York,29-May-18,"$1,640,000 ",806 sqft,10003
,,,,,
189 E 7th St,New York,29-May-18,Contact For Estimate,"2,183 sqft",10009
,,,,,
106 W 116th St #2B,New York,29-May-18,"$1,500,000 ","1,226 sqft",10026
,,,,,
252 7th Ave #11N,New York,29-May-18,"$1,657,500 ",983 sqft,10001
,,,,,
330 E 38th St #39E,New York,29-May-18,"$1,965,000 ","1,171 sqft",10016
,,,,,
215 E 80th St #2J,New York,29-May-18,"$1,600,000 ","1,297 sqft",10075
,,,,,
500 W 43rd St #17G,New York,29-May-18,"$587,000 ",415 sqft,10036
,,,,,
223 W 80th St #3,New York,29-May-18,"$2,100,000 ","1,612 sqft",10024
,,,,,
120 E 87th St #R14B,New York,29-May-18,"$1,330,000 ",826 sqft,10128
,,,,,
120 E 87th St #P8A,New York,29-May-18,"$2,050,000 ","1,990 sqft",10128
,,,,,
527 W 110th St #41,New York,29-May-18,"$718,000 ",670 sqft,10025
,,,,,
1 River Ter #3D2,New York,31-May-18,"$2,350,000 ","1,427 sqft",10282
,,,,,
112 W 72nd St #6G,New York,4-Jun-18,"$1,100,000 ",700 sqft,10023
,,,,,
19-21 Warren St #W,New York,4-Jun-18,"$4,990,000 ","2,672 sqft",10007
,,,,,
590 W End Ave #4A,New York,4-Jun-18,"$790,000 ","97,685 sqft",10024
,,,,,
225 E 34th St #16B,New York,1-Jun-18,"$1,896,500 ","1,431 sqft",10016
,,,,,
2187 Frederick Douglass Blvd #5B,New York,1-Jun-18,"$1,800,000 ","1,356 sqft",10026
,,,,,
225 Rector Pl #7G,New York,1-Jun-18,"$770,000 ",579 sqft,10280
,,,,,
25 Columbus Cir #ST67C,New York,5-Jun-18,Contact For Estimate,"2,416 sqft",10019
,,,,,
59 W 12th St,New York,5-Jun-18,Contact For Estimate,"1,875 sqft",10011
,,,,,
203 W 90th St #6E,New York,5-Jun-18,"$2,300,000 ","1,782 sqft",10024
,,,,,
330 E 33rd St #2D,New York,5-Jun-18,"$700,000 ",545 sqft,10016
,,,,,
656 W 170th St,New York,5-Jun-18,Contact For Estimate,"3,200 sqft",10032
,,,,,
245 E 93rd St #29F,New York,5-Jun-18,"$920,000 ",787 sqft,10128
,,,,,
40 W 116th St #B308,New York,5-Jun-18,"$1,400,000 ","1,389 sqft",10026
,,,,,
400 Central Park W #11W,New York,6-Jun-18,"$1,250,000 ",824 sqft,10025
,,,,,
123 3rd Ave #14B,New York,6-Jun-18,"$955,000 ",646 sqft,10003
,,,,,
200 E 69th St #17E,New York,6-Jun-18,Contact For Estimate,774 sqft,10021
,,,,,
265 W 122nd St #C,New York,6-Jun-18,"$1,385,000 ","1,169 sqft",10027
,,,,,
100 Manhattan Ave #41,New York,6-Jun-18,"$952,500 ","1,106 sqft",10025
,,,,,
865 United Nations Plz #14B,New York,6-Jun-18,"$705,000 ",562 sqft,10017
,,,,,
184 Thompson St #2D,New York,6-Jun-18,"$730,000 ",458 sqft,10012
,,,,,
322 W 140th St,New York,6-Jun-18,Contact For Estimate,"3,000 sqft",10030
,,,,,
325 E 9th St #3,New York,6-Jun-18,"$800,000 ",515 sqft,10003
,,,,,
2109 Broadway #15137,New York,6-Jun-18,"$1,925,000 ","1,150 sqft",10023
,,,,,
166 E 63rd St #1819D,New York,6-Jun-18,"$2,500,000 ","1,598 sqft",10065
,,,,,
275 W 96th St #20C,New York,6-Jun-18,"$880,000 ",662 sqft,10025
,,,,,
39 E 67th St #5,New York,6-Jun-18,Contact For Estimate,"9,444 sqft",10065
,,,,,
363 W 120th St,New York,6-Jun-18,"$3,860,000 ","3,332 sqft",10027
,,,,,
308 E 72nd St #7D,New York,6-Jun-18,"$2,700,000 ","1,662 sqft",10021
,,,,,
123 Baxter St #5C,New York,6-Jun-18,"$1,315,000 ","1,061 sqft",10013
,,,,,
2545 Frederick Douglass Blvd #2545D,New York,6-Jun-18,"$980,000 ","1,175 sqft",10030
,,,,,
48 E 132nd St,New York,6-Jun-18,"$867,848 ","16,023 sqft",10037
,,,,,
99 John St #422,New York,6-Jun-18,"$873,000 ",825 sqft,10038
,,,,,
88 Greenwich St #401,New York,6-Jun-18,"$620,000 ",656 sqft,10006
,,,,,
303 E 33rd St #11G,New York,6-Jun-18,"$1,490,000 ",912 sqft,10016
,,,,,
310 E 46th St #3F,New York,6-Jun-18,"$817,500 ","387,094 sqft",10017
,,,,,
200 W 108th St #3A,New York,6-Jun-18,"$1,149,000 ","100,961 sqft",10025
,,,,,
10 W End Ave #6A,New York,6-Jun-18,"$1,820,000 ","1,265 sqft",10023
,,,,,
408 E 79th St #15B,New York,5-Jun-18,"$3,050,000 ","1,858 sqft",10075
,,,,,
350 W 42nd St #7D,New York,5-Jun-18,"$998,889 ",729 sqft,10036
,,,,,
324 E 69th St,New York,5-Jun-18,"$4,940,500 ","3,040 sqft",10021
,,,,,
15 William St #38F,New York,5-Jun-18,"$1,272,812 ",812 sqft,10005
,,,,,
15 Broad St #2222,New York,5-Jun-18,"$927,000 ",691 sqft,10005
,,,,,
101 W 24th St #16E,New York,5-Jun-18,"$2,150,000 ","1,113 sqft",10011
,,,,,
524 W 175th St,New York,8-Jun-18,"$1,275,000 ","2,592 sqft",10033
,,,,,
161-169 E 110th St #7F,New York,8-Jun-18,"$775,000 ",800 sqft,10029
,,,,,
530 E 76th St #10A,New York,8-Jun-18,"$960,000 ",814 sqft,10021
,,,,,
317 W 89th St #6E,New York,8-Jun-18,"$4,200,000 ","2,669 sqft",10024
,,,,,
40 Broad St #12A,New York,8-Jun-18,"$1,055,000 ",908 sqft,10004
,,,,,
77 Reade St #2B,New York,8-Jun-18,"$2,905,500 ","1,592 sqft",10007
,,,,,
25 W Houston St #4E,New York,8-Jun-18,Contact For Estimate,902 sqft,10012
,,,,,
333 E 30th St #3H,New York,8-Jun-18,"$570,000 ",473 sqft,10016
,,,,,
200 E 66th St #E1901,New York,8-Jun-18,"$1,920,000 ","1,134 sqft",10065
,,,,,
416-418 E 11th St #4A,New York,8-Jun-18,"$1,410,000 ","1,046 sqft",10009
,,,,,
432 Park Ave #71A,New York,8-Jun-18,Contact For Estimate,"4,019 sqft",10022
,,,,,
2 Sylvan Ter,New York,8-Jun-18,"$1,545,000 ","1,650 sqft",10032
,,,,,
166 E 92nd St #6A,New York,8-Jun-18,"$812,500 ","32,658 sqft",10128
,,,,,
135 W 16th St #662,New York,7-Jun-18,"$870,000 ",528 sqft,10011
,,,,,
117 Beekman St #3E,New York,7-Jun-18,"$1,585,000 ","1,330 sqft",10038
,,,,,
80 Riverside Blvd #22A,New York,7-Jun-18,"$3,458,906 ","1,850 sqft",10069
,,,,,
322 W 57th St #31H,New York,7-Jun-18,"$1,665,000 ",757 sqft,10019
,,,,,
355 E 19th St #4,New York,7-Jun-18,"$2,750,000 ","2,001 sqft",10003
,,,,,
353 E 19th St,New York,12-Jun-18,Contact For Estimate,"4,000 sqft",10003
,,,,,
51-53 Canal St #3I,New York,12-Jun-18,"$830,000 ",719 sqft,10002
,,,,,
77 W 55th St #15H,New York,12-Jun-18,"$950,000 ",730 sqft,10019
,,,,,
305 2nd Ave #521,New York,14-Jun-18,"$1,990,000 ",746 sqft,10003
,,,,,
68 Bradhurst Ave #8P,New York,14-Jun-18,"$870,000 ",947 sqft,10039
,,,,,
400 E 90th St #3E,New York,14-Jun-18,"$1,450,000 ","1,378 sqft",10128
,,,,,
525 E 80th St #2A,New York,14-Jun-18,"$2,346,336 ","1,818 sqft",10075
,,,,,
45 Christopher St #2F,New York,14-Jun-18,Contact For Estimate,770 sqft,10014
,,,,,
1107 Broadway #14E,New York,14-Jun-18,Contact For Estimate,"2,347 sqft",10010
,,,,,
140 E 81st St #7D,New York,14-Jun-18,"$1,325,000 ","109,157 sqft",10028
,,,,,
160 W 66th St #53E,New York,18-Jun-18,"$3,425,000 ","1,312 sqft",10023
,,,,,
151 W 21st St #8A,New York,18-Jun-18,Contact For Estimate,771 sqft,10011
,,,,,
540 W 28th St #8J,New York,18-Jun-18,"$1,300,000 ",716 sqft,10001
,,,,,
60 Henry St #10E,New York,18-Jun-18,"$480,000 ",425 sqft,10002
,,,,,
49 E 21st St #4A,New York,18-Jun-18,"$2,600,000 ","1,375 sqft",10010
,,,,,
415 E 85th St #8G,New York,18-Jun-18,"$615,000 ","86,612 sqft",10028
,,,,,
1601 3rd Ave #27E,New York,20-Jun-18,"$550,000 ",450 sqft,10128
,,,,,
37 Perry St #39,New York,20-Jun-18,Contact For Estimate,"6,750 sqft",10014
,,,,,
2628 Broadway #10B,New York,20-Jun-18,"$3,050,000 ","1,892 sqft",10025
,,,,,
160 W 12th St #86,New York,20-Jun-18,Contact For Estimate,"2,539 sqft",10011
,,,,,
503 E 83rd St,New York,20-Jun-18,Contact For Estimate,"9,190 sqft",10028
,,,,,
208 E 18th St #210,New York,20-Jun-18,"$9,900,000 ","5,484 sqft",10003
,,,,,
44 Lispenard St #5,New York,20-Jun-18,"$7,050,000 ","3,196 sqft",10013
,,,,,
407 E 12th St #4FSE,New York,20-Jun-18,"$2,010,000 ","1,672 sqft",10009
,,,,,
754 E 6th St #2C,New York,20-Jun-18,"$820,000 ",680 sqft,10009
,,,,,
489 Thatford Ave,Brooklyn,8-Feb-19,"$643,000 ","1,900 sqft",11212
,,,,,
1358 E 92nd St,Brooklyn,8-Feb-19,"$600,000 ","1,260 sqft",11236
,,,,,
100 Aster Ct,Brooklyn,7-Feb-19,"$425,000 ",600 sqft,11229
,,,,,
338 Van Siclen Ave,Brooklyn,7-Feb-19,"$750,000 ","1,470 sqft",11207
,,,,,
10530 Flatlands 2nd St,Brooklyn,6-Feb-19,"$850,000 ","3,680 sqft",11236
,,,,,
1373 E 87th St,Brooklyn,5-Feb-19,"$700,000 ","2,447 sqft",11236
,,,,,
2111 64th St,Brooklyn,4-Feb-19,"$1,115,000 ","2,135 sqft",11204
,,,,,
4110 Snyder Ave,Brooklyn,4-Feb-19,"$650,000 ","1,288 sqft",11203
,,,,,
235 Berriman St,Brooklyn,4-Feb-19,"$850,000 ","2,793 sqft",11208
,,,,,
1620 E 2nd St #6C,Brooklyn,1-Feb-19,"$420,000 ",741 sqft,11230
,,,,,
350 93rd St #2C,Brooklyn,1-Feb-19,"$1,190,000 ","1,499 sqft",11209
,,,,,
613 E 3rd St,Brooklyn,1-Feb-19,"$1,150,000 ","2,628 sqft",11218
,,,,,
195 E 3rd St,Brooklyn,1-Feb-19,"$1,275,000 ","2,657 sqft",11218
,,,,,
3036 Brighton 6th St,Brooklyn,31-Jan-19,"$982,000 ","2,176 sqft",11235
,,,,,
6106 Avenue T,Brooklyn,31-Jan-19,"$699,000 ","1,328 sqft",11234
,,,,,
3609 Fillmore Ave,Brooklyn,31-Jan-19,"$664,000 ","1,036 sqft",11234
,,,,,
3036 Avenue T,Brooklyn,31-Jan-19,"$730,000 ","1,152 sqft",11229
,,,,,
1443 E 95th St,Brooklyn,31-Jan-19,"$705,000 ","2,512 sqft",11236
,,,,,
15 William St #40A,New York,25-Jun-18,"$1,990,000 ","1,325 sqft",10005
,,,,,
350 W 42nd St #16F,New York,25-Jun-18,"$988,000 ",690 sqft,10036
,,,,,
200 Riverside Blvd #25D,New York,25-Jun-18,"$1,812,500 ","1,325 sqft",10069
,,,,,
140 E 56th St #15B,New York,25-Jun-18,"$580,000 ",488 sqft,10022
,,,,,
1 York St #6D,New York,25-Jun-18,"$2,750,000 ","1,532 sqft",10013
,,,,,
1646 Amsterdam Ave,New York,25-Jun-18,Contact For Estimate,"8,520 sqft",10031
,,,,,
377 E 10th St,New York,25-Jun-18,Contact For Estimate,"10,715 sqft",10009
,,,,,
225 Rector Pl #3L,New York,25-Jun-18,"$800,000 ",685 sqft,10280
,,,,,
353 W 56th St #7L,New York,25-Jun-18,"$655,000 ",534 sqft,10019
,,,,,
545 W 48th St #605S,New York,25-Jun-18,"$870,000 ",577 sqft,10036
,,,,,
261 W 28th St #5F,New York,25-Jun-18,"$1,085,000 ",795 sqft,10001
,,,,,
110 E 87th St #2D,New York,25-Jun-18,"$840,000 ",705 sqft,10128
,,,,,
39-45 E 29th St #16C,New York,25-Jun-18,"$1,575,000 ",785 sqft,10016
,,,,,
235 W 75th St #512,New York,26-Jun-18,Contact For Estimate,931 sqft,10023
,,,,,
235 W 75th St #1025,New York,26-Jun-18,Contact For Estimate,780 sqft,10023
,,,,,
529 W 187th St,New York,26-Jun-18,"$1,395,000 ","2,337 sqft",10033
,,,,,
225 Rector Pl #7N,New York,26-Jun-18,"$1,175,000 ",836 sqft,10280
,,,,,
350 W 42nd St #5L,New York,26-Jun-18,"$1,200,000 ",957 sqft,10036
,,,,,
418 Central Park W #54,New York,26-Jun-18,"$1,600,000 ","1,078 sqft",10025
,,,,,
101 W 78th St,New York,26-Jun-18,"$10,500,000 ","65,442 sqft",10024
,,,,,
235 W 75th St #401,New York,26-Jun-18,Contact For Estimate,521 sqft,10023
,,,,,
343 E 30th St #19G,New York,26-Jun-18,"$549,000 ",487 sqft,10016
,,,,,
235 W 75th St #926,New York,26-Jun-18,Contact For Estimate,946 sqft,10023
,,,,,
235 W 75th St #420,New York,26-Jun-18,Contact For Estimate,815 sqft,10023
,,,,,
308 W 90th St,New York,26-Jun-18,Contact For Estimate,"4,084 sqft",10024
,,,,,
235 W 75th St #925,New York,26-Jun-18,Contact For Estimate,780 sqft,10023
,,,,,
235 W 75th St #422,New York,26-Jun-18,Contact For Estimate,881 sqft,10023
,,,,,
235 W 75th St #405,New York,26-Jun-18,Contact For Estimate,"1,184 sqft",10023
,,,,,
235 W 75th St #303,New York,26-Jun-18,Contact For Estimate,714 sqft,10023
,,,,,
235 W 75th St #225,New York,26-Jun-18,Contact For Estimate,795 sqft,10023
,,,,,
235 W 75th St #923,New York,26-Jun-18,Contact For Estimate,540 sqft,10023
,,,,,
235 W 75th St #203,New York,26-Jun-18,Contact For Estimate,"1,141 sqft",10023
,,,,,
235 W 75th St #407,New York,26-Jun-18,Contact For Estimate,531 sqft,10023
,,,,,
99 John St #1409,New York,27-Jun-18,"$1,485,000 ",970 sqft,10038
,,,,,
225 E 46th St #4E,New York,27-Jun-18,Contact For Estimate,441 sqft,10017
,,,,,
133 Essex St #301,New York,27-Jun-18,"$1,290,000 ",902 sqft,10002
,,,,,
768 5th Ave #1141,New York,27-Jun-18,"$1,200,000 ",580 sqft,10019
,,,,,
412 Greenwich St #3F,New York,27-Jun-18,"$5,425,000 ","2,409 sqft",10013
,,,,,
30 E 85th St #3A,New York,27-Jun-18,"$1,700,000 ",865 sqft,10028
,,,,,
121 E 23rd St #6D,New York,27-Jun-18,"$1,685,000 ","1,198 sqft",10010
,,,,,
15 William St #38C,New York,27-Jun-18,"$1,200,000 ",832 sqft,10005
,,,,,
105 E 38th St #1B,New York,27-Jun-18,"$515,000 ","23,944 sqft",10016
,,,,,
250 E 53rd St #1603,New York,28-Jun-18,"$1,550,000 ",970 sqft,10022
,,,,,
122 Greenwich Ave #23,New York,28-Jun-18,"$3,400,000 ","1,441 sqft",10011
,,,,,
70 Little West St #30E,New York,28-Jun-18,"$2,937,500 ","1,681 sqft",10004
,,,,,
1965 Broadway #12D,New York,28-Jun-18,"$2,499,000 ","1,145 sqft",10023
,,,,,
80 Chambers St #10D,New York,28-Jun-18,"$2,400,005 ","1,640 sqft",10007
,,,,,
1485 5th Ave #11A,New York,28-Jun-18,"$1,825,000 ","1,436 sqft",10035
,,,,,
514 W 110th St #7D,New York,28-Jun-18,"$975,000 ",851 sqft,10025
,,,,,
210 W 78th St #4D,New York,28-Jun-18,"$693,000 ","56,147 sqft",10024
,,,,,
155 W 66th St #926,New York,28-Jun-18,"$275,000 ","1,515 sqft",10023
,,,,,
130 Water St #7E168,New York,28-Jun-18,"$632,500 ",516 sqft,10005
,,,,,
330 E 38th St #26E,New York,28-Jun-18,Contact For Estimate,"1,171 sqft",10016
,,,,,
65 W 13th St #12C,New York,28-Jun-18,Contact For Estimate,"2,423 sqft",10011
,,,,,
160 W 12th St #82,New York,28-Jun-18,Contact For Estimate,"2,044 sqft",10011
,,,,,
301 W 53rd St #4E,New York,28-Jun-18,Contact For Estimate,"1,039 sqft",10019
,,,,,
200 E 62nd St #18E,New York,28-Jun-18,"$3,395,000 ","1,936 sqft",10065
,,,,,
215 E 80th St #2H,New York,28-Jun-18,"$1,588,000 ","1,336 sqft",10075
,,,,,
215 W 90th St #6E,New York,28-Jun-18,"$2,750,000 ","1,837 sqft",10024
,,,,,
689 Fort Washington Ave #5M,New York,28-Jun-18,"$451,000 ","56,686 sqft",10040
,,,,,
415 E 37th St #11N,New York,2-Jul-18,"$865,000 ",866 sqft,10016
,,,,,
10 W End Ave #22B,New York,2-Jul-18,"$2,360,000 ","1,329 sqft",10023
,,,,,
23 W 116th St #5G,New York,2-Jul-18,"$875,000 ",724 sqft,10026
,,,,,
226 E 12th St #230,New York,2-Jul-18,"$530,000 ","56,845 sqft",10003
,,,,,
46 W 83rd St #3C,New York,2-Jul-18,"$515,000 ","56,949 sqft",10024
,,,,,
2628 Broadway #6B,New York,29-Jun-18,"$2,225,000 ","1,517 sqft",10025
,,,,,
448 W 55th St,New York,29-Jun-18,Contact For Estimate,"9,105 sqft",10019
,,,,,
100 W 58th St #4G,New York,29-Jun-18,"$1,313,000 ","1,161 sqft",10019
,,,,,
220 W 111th St #6B,New York,29-Jun-18,"$725,000 ",610 sqft,10026
,,,,,
715 Park Ave #6A,New York,29-Jun-18,Contact For Estimate,908 sqft,10021
,,,,,
265 W 11th St,New York,29-Jun-18,Contact For Estimate,"3,744 sqft",10014
,,,,,
45 Christopher St #6G,New York,29-Jun-18,"$1,901,250 ",802 sqft,10014
,,,,,
21 S End Ave #622,New York,29-Jun-18,Contact For Estimate,"1,241 sqft",10280
,,,,,
4 S Pinehurst Ave,New York,29-Jun-18,Contact For Estimate,"59,805 sqft",10033
,,,,,
66 Madison Ave #12D,New York,29-Jun-18,"$865,000 ","140,000 sqft",10016
,,,,,
169 E 102nd St #3A,New York,29-Jun-18,"$383,000 ",436 sqft,10029
,,,,,
254 Park Ave S #2PR,New York,29-Jun-18,"$1,650,000 ","1,235 sqft",10010
,,,,,
205 W 76th St #5B,New York,29-Jun-18,"$2,300,000 ","1,065 sqft",10023
,,,,,
201 W 17th St #2A,New York,29-Jun-18,"$3,300,000 ","2,220 sqft",10011
,,,,,
415 E 37th St #8B,New York,29-Jun-18,"$830,000 ",707 sqft,10016
,,,,,
155 W 11th St #3J,New York,29-Jun-18,Contact For Estimate,"1,206 sqft",10011
,,,,,
350 W 50th St #31B,New York,3-Jul-18,"$1,650,000 ","1,091 sqft",10019
,,,,,
157 W 57th St #42A,New York,3-Jul-18,Contact For Estimate,"3,228 sqft",10019
,,,,,
170 E 87th St #W18G,New York,6-Jul-18,"$1,540,833 ","1,046 sqft",10128
,,,,,
221 E 82nd St,New York,6-Jul-18,Contact For Estimate,"12,195 sqft",10028
,,,,,
155 E 34th St #11P,New York,6-Jul-18,"$940,000 ",820 sqft,10016
,,,,,
228 E 81st St,New York,6-Jul-18,Contact For Estimate,"10,060 sqft",10028
,,,,,
120 Riverside Blvd #11G,New York,6-Jul-18,"$935,000 ",716 sqft,10069
,,,,,
105 W 117th St #105B,New York,6-Jul-18,"$1,125,000 ","1,257 sqft",10026
,,,,,
157 W 57th St #61B,New York,6-Jul-18,Contact For Estimate,"4,193 sqft",10019
,,,,,
155 W 71st St #4B,New York,6-Jul-18,"$835,000 ",693 sqft,10023
,,,,,
343 E 76th St,New York,6-Jul-18,Contact For Estimate,"12,750 sqft",10021
,,,,,
429 W 24th St #1C,New York,6-Jul-18,"$810,000 ","18,700 sqft",10011
,,,,,
380 Malcolm X Blvd #4E,New York,6-Jul-18,"$1,150,000 ","1,346 sqft",10027
,,,,,
650 Park Ave #15E,New York,6-Jul-18,"$1,965,000 ","223,000 sqft",10065
,,,,,
221 W 148th St #1A,New York,6-Jul-18,"$380,000 ",361 sqft,10039
,,,,,
235 W End Ave #2A,New York,5-Jul-18,"$850,000 ",675 sqft,10023
,,,,,
250 E 65th St #7G,New York,5-Jul-18,Contact For Estimate,"1,021 sqft",10065
,,,,,
635 W 42nd St #25H,New York,5-Jul-18,Contact For Estimate,784 sqft,10036
,,,,,
75 Allen St #2A,New York,5-Jul-18,"$591,888 ",400 sqft,10002
,,,,,
225 5th Ave #9R,New York,5-Jul-18,"$1,800,000 ",948 sqft,10010
,,,,,
301 W 110th St #7V,New York,10-Jul-18,"$585,494 ",589 sqft,10026
,,,,,
253 W 121st St,New York,10-Jul-18,"$3,350,000 ","2,640 sqft",10027
,,,,,
48 W 138th St #3H,New York,10-Jul-18,"$460,000 ",476 sqft,10037
,,,,,
40 Broad St #15D,New York,10-Jul-18,"$975,000 ",952 sqft,10004
,,,,,
380 Rector Pl #3A,New York,10-Jul-18,"$1,192,533 ",936 sqft,10280
,,,,,
175 W 12th St #14F,New York,9-Jul-18,"$1,640,000 ",857 sqft,10011
,,,,,
15 W 53rd St #16B,New York,9-Jul-18,"$3,150,000 ","1,917 sqft",10019
,,,,,
70 Little West St #6C,New York,9-Jul-18,"$1,160,000 ",930 sqft,10004
,,,,,
